IP地址,数据中心,地区,城市,网络延迟
172.67.16.72,IAD,北美洲,阿什本,800 ms
104.19.87.12,SJC,北美洲,圣何塞,803 ms
213.241.198.157,SJC,北美洲,圣何塞,809 ms
104.19.88.244,SJC,北美洲,圣何塞,815 ms
104.19.103.231,SJC,北美洲,圣何塞,821 ms
209.46.30.241,SJC,北美洲,圣何塞,832 ms
203.22.241.16,SJC,北美洲,圣何塞,838 ms
194.59.5.126,SJC,北美洲,圣何塞,854 ms
198.202.211.126,SJC,北美洲,圣何塞,855 ms
91.193.59.9,SJC,北美洲,圣何塞,862 ms
89.47.57.34,SJC,北美洲,圣何塞,882 ms
199.181.197.83,SJC,北美洲,圣何塞,884 ms
190.93.246.240,SJC,北美洲,圣何塞,900 ms
194.113.223.7,SJC,北美洲,圣何塞,913 ms
199.60.103.44,SJC,北美洲,圣何塞,914 ms
89.47.56.85,SJC,北美洲,圣何塞,925 ms
104.18.48.218,SJC,北美洲,圣何塞,927 ms
104.19.135.187,SJC,北美洲,圣何塞,929 ms
